model_area_m2,60762.8125
osm_area_m2,0.0
overlap_area_m2,0.0
union_area_m2,60762.8125
precision_like,0.0
recall_like,
iou,0.0
result_name,se2527_rgb_250_03_min_1000m2
model_file,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_1000m2/leeds_original/se2527_rgb_250_03_min_1000m2.geojson
min_area_m2,1000.0
osm_area_filtered,True
