model_area_m2,12537.125
osm_area_m2,1025.1403364623702
overlap_area_m2,617.9375546235718
union_area_m2,12944.327781839369
precision_like,0.04928861717687044
recall_like,0.6027833776944104
iou,0.047738095406586176
result_name,se2728_rgb_250_03_min_1000m2
model_file,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_1000m2/leeds_original/se2728_rgb_250_03_min_1000m2.geojson
min_area_m2,1000.0
osm_area_filtered,True
