model_area_m2,15268.5625
osm_area_m2,1025.1403364623702
overlap_area_m2,617.9375546235718
union_area_m2,15675.765281839369
precision_like,0.040471233269246655
recall_like,0.6027833776944104
iou,0.03941992901229917
result_name,se2728_rgb_250_03_min_500m2
model_file,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_500m2/leeds_original/se2728_rgb_250_03_min_500m2.geojson
min_area_m2,500.0
osm_area_filtered,True
