model_area_m2,58242.0625
osm_area_m2,26294.44209889976
overlap_area_m2,25508.768277862204
union_area_m2,59027.73632103803
precision_like,0.4379784503315315
recall_like,0.9701201562641091
iou,0.43214884845195467
result_name,se2526_rgb_250_03_min_1000m2
model_file,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_1000m2/leeds_original/se2526_rgb_250_03_min_1000m2.geojson
min_area_m2,1000.0
osm_area_filtered,True
