model_area_m2,100467.4375
osm_area_m2,9121.17044322357
overlap_area_m2,8460.551958504459
union_area_m2,101128.05598472049
precision_like,0.0842118816706603
recall_like,0.9275730577746295
iou,0.08366176800415079
result_name,se2726_rgb_250_03_min_500m2
model_file,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_500m2/leeds_original/se2726_rgb_250_03_min_500m2.geojson
min_area_m2,500.0
osm_area_filtered,True
