model_area_m2,osm_area_m2,overlap_area_m2,union_area_m2,precision_like,recall_like,iou,result_name,model_file,status,error
26771.4375,5604.125859340425,5241.157310535418,27134.40604880558,0.19577422058622806,0.9352319062927458,0.19315540944984594,se3433_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421042/se3433_rgb_250_03_original.geojson,ok,
58741.1875,22407.73616594906,22011.40702312482,59137.516642826704,0.37471845497037015,0.982312843212314,0.37220715837743534,se3434_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421042/se3434_rgb_250_03_original.geojson,ok,
17701.6875,4692.38563771274,3676.311855852601,18717.761281860374,0.20768143465715352,0.7834632827928834,0.19640766865722145,se2535_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2535_rgb_250_03_original.geojson,ok,
11710.625,5848.987202591433,4555.685130430721,13003.927072160208,0.38902151938352747,0.7788844414657454,0.35033148872265496,se2536_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2536_rgb_250_03_original.geojson,ok,
25113.375,13522.19015323465,11230.427297722754,27405.13785551215,0.44718908938853313,0.8305183679905817,0.40979276794493175,se2537_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2537_rgb_250_03_original.geojson,ok,
41296.75,4704.031107417076,3445.8239781040884,42554.95712931405,0.08344056077304118,0.7325257634182922,0.080973503689196,se2538_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2538_rgb_250_03_original.geojson,ok,
17003.6875,11246.514771524086,7676.300470311662,20573.901801213153,0.4514491618545484,0.6825492720418487,0.37310863755843454,se2539_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2539_rgb_250_03_original.geojson,ok,
67612.0,38766.03053981976,33352.27407688886,73025.75646293207,0.493289269314454,0.8603479286492852,0.4567193233228402,se2635_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2635_rgb_250_03_original.geojson,ok,
22119.0625,12095.440529650103,8371.123100635206,25843.37992901456,0.37845740978557324,0.6920891455019511,0.32391750319148005,se2636_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2636_rgb_250_03_original.geojson,ok,
16084.3125,4099.73184956721,3900.8874932859185,16283.156856281144,0.24252746228885558,0.9514982043759076,0.23956579966133354,se2637_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2637_rgb_250_03_original.geojson,ok,
41475.1875,12473.648173253816,11321.364648486504,42627.47102476887,0.27296717220353744,0.9076225729022841,0.2655884662242378,se2638_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2638_rgb_250_03_original.geojson,ok,
19596.25,5786.414144025666,5030.808285311472,20351.855858713396,0.25672301003056563,0.869417252220991,0.24719162322278307,se2639_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2639_rgb_250_03_original.geojson,ok,
35827.0,15736.743576932877,12596.76346004576,38966.980116886814,0.35159972813927376,0.8004682416322942,0.323267633834083,se2735_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2735_rgb_250_03_original.geojson,ok,
22473.375,15312.908196310498,8815.85414923427,28970.429047076697,0.3922799378924737,0.5757139033432178,0.30430526710214,se2736_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2736_rgb_250_03_original.geojson,ok,
24630.75,11280.868564151637,8018.450162660559,27893.16840149076,0.3255463257375662,0.7108007789525714,0.2874700373669995,se2737_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2737_rgb_250_03_original.geojson,ok,
13373.3125,10329.447499462109,6563.5989875848645,17139.161011877397,0.4907982960530433,0.6354259497351291,0.38295917653357164,se2738_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2738_rgb_250_03_original.geojson,ok,
9283.5625,3992.841707232942,2989.432683833145,10286.971523398908,0.3220135248546175,0.7486980208651536,0.29060376778854047,se2739_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2739_rgb_250_03_original.geojson,ok,
30481.625,1831.7177871109734,916.1731792979355,31397.169607813375,0.030056572748268357,0.5001715797841022,0.029180120079038595,se2835_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2835_rgb_250_03_original.geojson,ok,
22248.0625,7022.708430344208,1571.2801825965155,27699.490747747877,0.07062548402120479,0.22374276223788797,0.05672595922090262,se2836_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2836_rgb_250_03_original.geojson,ok,
22293.6875,19540.884464717226,12591.394255471054,29243.17770924704,0.5647963916005844,0.644361532263594,0.43057544500334877,se2837_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2837_rgb_250_03_original.geojson,ok,
10696.25,3493.870616210196,2361.8961356358095,11828.224480574483,0.22081534515702322,0.6760113338706744,0.19968306650882017,se2838_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2838_rgb_250_03_original.geojson,ok,
6539.4375,0.0,0.0,6539.4375,0.0,,0.0,se2839_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2839_rgb_250_03_original.geojson,ok,
52301.0,28977.427280125554,8101.058536776201,73177.36874335103,0.15489299510097707,0.2795644505795168,0.1107044250960755,se2935_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2935_rgb_250_03_original.geojson,ok,
19729.6875,0.0,0.0,19729.6875,0.0,,0.0,se2936_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2936_rgb_250_03_original.geojson,ok,
23789.5625,4032.858111712468,3574.1299218831155,24248.290689828824,0.15023941368754115,0.8862523359061191,0.14739719049072264,se2937_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2937_rgb_250_03_original.geojson,ok,
42948.0,32241.552683947077,30726.888650756486,44462.66403318894,0.7154439939172135,0.953021368169259,0.6910716961948242,se2938_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2938_rgb_250_03_original.geojson,ok,
29814.8125,11614.380147355678,8828.186458324597,32601.006189032123,0.2961006868087665,0.7601082749417813,0.27079490759075536,se2939_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421043/se2939_rgb_250_03_original.geojson,ok,
63762.75,19814.06213641791,17734.809509167117,65842.00262724898,0.2781374628473069,0.8950617691145137,0.2693540415161597,se3035_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421044/se3035_rgb_250_03_original.geojson,ok,
42362.625,12512.5688442922,10901.546912726211,43973.6469315678,0.2573387959959094,0.8712477068766834,0.24791091195350026,se3036_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421044/se3036_rgb_250_03_original.geojson,ok,
23065.6875,5425.453635497897,4940.409650874672,23550.7314846238,0.21418870132852844,0.9105984462848123,0.20977733341744606,se3037_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421044/se3037_rgb_250_03_original.geojson,ok,
43869.875,16044.854396321505,14622.407598477892,45292.321797845245,0.3333131812770812,0.9113456088345852,0.32284517591618683,se3038_rgb_250_03,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/tif_original/Download_2994141/getmapping_rgb_25cm_6421044/se3038_rgb_250_03_original.geojson,ok,
