model_area_m2,102732.8125
osm_area_m2,9121.17044322357
overlap_area_m2,8460.551958504459
union_area_m2,103393.43098472049
precision_like,0.08235491419554447
recall_like,0.9275730577746295
iou,0.08182871849716218
result_name,se2726_rgb_250_03
model_file,/Users/hou/Desktop/dissertation/Parking/parking-lot-mapping-tool/output_files/leeds_original/se2726_rgb_250_03_original.geojson
