model_area_m2,osm_area_m2,overlap_area_m2,union_area_m2,precision_like,recall_like,iou,result_name,model_file,min_area_m2,osm_area_filtered
58242.0625,26294.44209889976,25508.768277862204,59027.73632103803,0.4379784503315315,0.9701201562641091,0.43214884845195467,se2526_rgb_250_03_min_1000m2,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_1000m2/leeds_original/se2526_rgb_250_03_min_1000m2.geojson,1000.0,True
60762.8125,0.0,0.0,60762.8125,0.0,,0.0,se2527_rgb_250_03_min_1000m2,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_1000m2/leeds_original/se2527_rgb_250_03_min_1000m2.geojson,1000.0,True
79553.4375,2379.6270854910604,2320.185466617236,79612.8791188723,0.029165118938037544,0.9750206159459822,0.02914334329189251,se2528_rgb_250_03_min_1000m2,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_1000m2/leeds_original/se2528_rgb_250_03_min_1000m2.geojson,1000.0,True
80805.5,0.0,0.0,80805.5,0.0,,0.0,se2626_rgb_250_03_min_1000m2,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_1000m2/leeds_original/se2626_rgb_250_03_min_1000m2.geojson,1000.0,True
61130.5,30775.523246006425,28658.606640447302,63247.41660555903,0.4688102770376048,0.9312142773775967,0.4531190075189316,se2627_rgb_250_03_min_1000m2,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_1000m2/leeds_original/se2627_rgb_250_03_min_1000m2.geojson,1000.0,True
12536.125,0.0,0.0,12536.125,0.0,,0.0,se2628_rgb_250_03_min_1000m2,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_1000m2/leeds_original/se2628_rgb_250_03_min_1000m2.geojson,1000.0,True
99632.0,9121.17044322357,8460.551958504459,100292.61848472049,0.08491801789088303,0.9275730577746295,0.08435867052163383,se2726_rgb_250_03_min_1000m2,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_1000m2/leeds_original/se2726_rgb_250_03_min_1000m2.geojson,1000.0,True
1914.125,0.0,0.0,1914.125,0.0,,0.0,se2727_rgb_250_03_min_1000m2,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_1000m2/leeds_original/se2727_rgb_250_03_min_1000m2.geojson,1000.0,True
12537.125,1025.1403364623702,617.9375546235718,12944.327781839369,0.04928861717687044,0.6027833776944104,0.047738095406586176,se2728_rgb_250_03_min_1000m2,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_1000m2/leeds_original/se2728_rgb_250_03_min_1000m2.geojson,1000.0,True
