model_area_m2,82611.25
osm_area_m2,31388.144425025817
overlap_area_m2,29270.672309751528
union_area_m2,84728.72211527436
precision_like,0.3543182352252451
recall_like,0.9325391113726995
iou,0.34546339870355247
result_name,se2627_rgb_250_03_min_500m2
model_file,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_500m2/leeds_original/se2627_rgb_250_03_min_500m2.geojson
min_area_m2,500.0
osm_area_filtered,True
