model_area_m2,2874.3125
osm_area_m2,606.8812647042485
overlap_area_m2,594.9138758146904
union_area_m2,2886.2798888899724
precision_like,0.2069760597759257
recall_like,0.9802805102322772
iou,0.20611787446694468
result_name,se2727_rgb_250_03_min_500m2
model_file,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_500m2/leeds_original/se2727_rgb_250_03_min_500m2.geojson
min_area_m2,500.0
osm_area_filtered,True
