model_area_m2,manual_area_m2,overlap_area_m2,model_only_area_m2,manual_only_area_m2,union_area_m2,accuracy_like,precision_like,recall_like,iou,result_name,model_file,manual_file,manual_layer,study_area
564937.1875,390791.3833471805,308428.6852365245,256508.5022634754,82362.69811065978,647299.8856106598,0.5459521731989444,0.5459521731989444,0.7892412637013425,0.4764849988279455,leeds_original_merged,/Users/hou/Desktop/dissertation/Parking/calculate/output_files_merged/leeds_original_merged.geojson,/Users/hou/Desktop/dissertation/Parking/calculate/manual/leeds_manual_validation.gpkg,leeds_manual_validation,combined_bounds
