model_area_m2,64591.625
osm_area_m2,26294.44209889976
overlap_area_m2,25508.768277862204
union_area_m2,65377.29882103803
precision_like,0.3949237734437275
recall_like,0.9701201562641091
iou,0.3901777641148679
result_name,se2526_rgb_250_03_min_500m2
model_file,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_500m2/leeds_original/se2526_rgb_250_03_min_500m2.geojson
min_area_m2,500.0
osm_area_filtered,True
