model_area_m2,84853.0
osm_area_m2,2379.6270854910604
overlap_area_m2,2320.185466617236
union_area_m2,84912.4416188723
precision_like,0.02734358792991687
recall_like,0.9750206159459822
iou,0.027324446481368888
result_name,se2528_rgb_250_03_min_500m2
model_file,/Users/hou/Desktop/dissertation/Parking/calculate/filtered_output_files/min_500m2/leeds_original/se2528_rgb_250_03_min_500m2.geojson
min_area_m2,500.0
osm_area_filtered,True
